num_contrato , poliza_aon , num_poliza_gnp , num_version , cve_marca , desc_vehiculo , num_serie , modelo_vehiculo , cve_status , desc_status , prima_neta , prima_total , cve_forma_pago , desc_forma_pago , primer_recibo , recibos_subsecuentes , num_recibos , fch_inicio_vigencia , fch_fin_vigencia , cve_vrs_tarifa , pct_valor_descuento_volumen , descr_larga_paquete  
61842	,	AON190000001118     	,	00000311515662	,	1	,	AUTKI0502     	,	KIA RIO EX L4 1.6 4P STD	,	KNADN4A32H6013096	,	2017	,	A	,	ANULADA             	,	5318.0	,	6690.88	,	A	,	ANUAL                                             	,	6690.88	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001924     	,	00000316481290	,	1	,	AUTVW1691     	,	JETTA CLASICO GL 2.0L TIPTRONIC	,	3VWLW2168BM349530	,	2011	,	A	,	ANULADA             	,	3015.42	,	4019.93	,	M	,	MENSUAL                                           	,	619.23	,	340.07	,	10	,	2019-02-21 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001141     	,	00000311515928	,	0	,	AUTGM9802     	,	CHEVROLET SPARK B	,	KL1CJ6AD7BC634722	,	2011	,	V	,	VIGOR               	,	3055.8	,	4066.73	,	A	,	ANUAL                                             	,	4066.73	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000607     	,	00000311506620	,	1	,	AUTCH1327     	,	NEON SE SEDAN AUT C/A AC.	,	1B3ES56C35D181871	,	2005	,	A	,	ANULADA             	,	2701.71	,	3134.01	,	M	,	MENSUAL                                           	,	807.14	,	284.91	,	4	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000384     	,	00000311502728	,	0	,	AUTCH4308     	,	ATTITUDE GLS 1.6L 4PTAS AUT.  BA	,	KMHCN41C47U088869	,	2007	,	V	,	VIGOR               	,	3127.16	,	4149.46	,	M	,	MENSUAL                                           	,	824.38	,	302.28	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000410     	,	00000311503080	,	0	,	AUTVW1661     	,	VW JETTA TURBO STD	,	3VWRM71K99M053162	,	2009	,	V	,	VIGOR               	,	3766.03	,	4890.56	,	M	,	MENSUAL                                           	,	886.12	,	364.04	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000390     	,	00000311502819	,	0	,	AUTJA0504     	,	JAGUAR X TYPE SPORT AUT.	,	SAJYA51L97WJ17722	,	2007	,	V	,	VIGOR               	,	3253.18	,	4295.66	,	M	,	MENSUAL                                           	,	836.71	,	314.45	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001625     	,	00000311519185	,	1	,	AUTNI3803     	,	NISSAN VERSA ADVANCE STD	,	3N1CN7AD9GK453743	,	2016	,	A	,	ANULADA             	,	1643.95	,	1906.96	,	M	,	MENSUAL                                           	,	695.55	,	173.36	,	4	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	RESP.CIVIL                                                                                                              
61842	,	AON190000001180     	,	00000311516330	,	1	,	AUTHO0405     	,	HONDA NVA. CR-V EX	,	JHMRE38567C403885	,	2007	,	A	,	ANULADA             	,	0.0	,	0.0	,	A	,	ANUAL                                             	,	5428.61	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001832     	,	00000312800329	,	0	,	AUTNI3015     	,	TIIDA SEDAN COMFORT STD. A.AC.	,	3N1BC1AS1BK200082	,	2011	,	V	,	VIGOR               	,	4014.05	,	5178.3	,	A	,	ANUAL                                             	,	5178.3	,	NULL	,	1	,	2019-01-31 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001161     	,	00000311516132	,	1	,	AUTVW6704     	,	VOLKSWAGEN VENTO ACTIVE TIPTRONIC	,	MEX512604FT093884	,	2015	,	A	,	ANULADA             	,	5247.17	,	6608.72	,	A	,	ANUAL                                             	,	6608.72	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000494     	,	00000311504401	,	0	,	AUTMB0705     	,	MERCEDES BENZ B 200 TURBO CONFORT AUT. C/A AC.	,	WDDFH34X66J005000	,	2006	,	V	,	VIGOR               	,	4021.67	,	5187.15	,	M	,	MENSUAL                                           	,	911.01	,	388.74	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002404     	,	00000356675389	,	0	,	AUTNI3803     	,	NISSAN VERSA ADVANCE STD	,	3N1CN8AE8LL822367	,	2020	,	V	,	VIGOR               	,	0.0	,	0.0	,	M	,	MENSUAL                                           	,	692.22	,	659.44	,	3	,	2019-10-24 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000507     	,	00000311504617	,	1	,	AUTTO0501     	,	SIENNA XLE	,	3MYDLAYV2GY115828	,	2016	,	A	,	ANULADA             	,	5033.11	,	6360.46	,	M	,	MENSUAL                                           	,	1008.74	,	486.52	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000154     	,	00000311499941	,	1	,	AUTTO0708     	,	YARIS PREMIUM 5 PTAS. STD.	,	JTDBT923271139563	,	2007	,	A	,	ANULADA             	,	3368.86	,	4429.91	,	M	,	MENSUAL                                           	,	847.76	,	325.65	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000139     	,	00000311499792	,	0	,	AUTFR3002     	,	MONDEO L4 AUT. C/A. AC.	,	WF0FT41F063128559	,	2006	,	V	,	VIGOR               	,	3243.68	,	4284.71	,	M	,	MENSUAL                                           	,	835.77	,	313.54	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002343     	,	00000349209940	,	0	,	AUTPE0216     	,	PEUGEOT 206  X LINE 1.6L STD. C/A AC.	,	8AD2AN6A37G041518	,	2007	,	V	,	VIGOR               	,	860.88	,	1520.62	,	M	,	MENSUAL                                           	,	711.1	,	269.84	,	4	,	2019-09-10 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000564     	,	00000311505549	,	0	,	AUTVW1207     	,	NUEVO DERBY STD. C/A. AC.	,	8AWJE09E62A612732	,	2002	,	V	,	VIGOR               	,	2526.28	,	3452.48	,	M	,	MENSUAL                                           	,	766.5	,	244.18	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001795     	,	00000313343519	,	1	,	AUTVW1523     	,	NEW BEETLE SPORT STD	,	3VWHW7AT8CM660675	,	2012	,	A	,	ANULADA             	,	4703.72	,	5978.37	,	M	,	MENSUAL                                           	,	976.78	,	454.69	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000270     	,	00000311501308	,	3	,	AUTCH4304     	,	ATTITUDE GL 1.6L 4PTAS AUT. C/A AC.	,	KMHCT4NDXDU359275	,	2013	,	A	,	ANULADA             	,	4181.7	,	5372.81	,	M	,	MENSUAL                                           	,	926.17	,	404.24	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001981     	,	00000320711732	,	0	,	AUTCH0607     	,	GRAND CHEROKEE LIMITED 4X2	,	1C4RJEBG1EC400781	,	2014	,	V	,	VIGOR               	,	4808.66	,	6100.07	,	M	,	MENSUAL                                           	,	581.36	,	613.19	,	10	,	2019-03-29 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000990     	,	00000311514228	,	1	,	AUTBW1105     	,	BMW 120I STYLE	,	WBAUA5107BVE57498	,	2011	,	A	,	ANULADA             	,	0.0	,	0.0	,	A	,	ANUAL                                             	,	4011.11	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	LIMITADA                                                                                                                
61842	,	AON190000000110     	,	00000311499453	,	0	,	AUTGM6802     	,	CAPTIVA SPORT A AUT	,	3GNCL53788S635943	,	2008	,	V	,	VIGOR               	,	3356.04	,	4414.96	,	M	,	MENSUAL                                           	,	846.67	,	324.39	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001626     	,	00000311519227	,	1	,	AUTGM6901     	,	AVEO M STD C/AAC MP3	,	3G1TA5AF4CL103996	,	2012	,	A	,	ANULADA             	,	1793.56	,	2602.51	,	M	,	MENSUAL                                           	,	695.55	,	173.36	,	5	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	RESP.CIVIL                                                                                                              
61842	,	AON190000001427     	,	00000312613219	,	0	,	AUTVW2931     	,	VOLKSWAGEN GOLF HIGHLINE L4 SENSOR ESTAC AUT	,	3VW7B6AU2FM086606	,	2015	,	V	,	VIGOR               	,	5540.97	,	6949.54	,	M	,	MENSUAL                                           	,	792.95	,	559.69	,	12	,	2019-01-17 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001187     	,	00000311516405	,	1	,	AUTVO0116     	,	VOLVO S40 INSPIRATION T5 R-DESIGN	,	YV1MS6754C2566133	,	2012	,	A	,	ANULADA             	,	0.0	,	0.0	,	A	,	ANUAL                                             	,	6300.2	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000132     	,	00000311499719	,	0	,	AUTGM6203     	,	OPTRA AUT A EE A.AC.	,	KL1JJ51Z09K110468	,	2009	,	V	,	VIGOR               	,	4177.38	,	5367.79	,	M	,	MENSUAL                                           	,	925.88	,	403.81	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000418     	,	00000311503163	,	1	,	AUTNI0956     	,	SENTRA ADVANCE CVT	,	3N1AB7AD1GL634104	,	2016	,	A	,	ANULADA             	,	6261.41	,	7785.24	,	M	,	MENSUAL                                           	,	1127.71	,	605.23	,	8	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002405     	,	00000356940841	,	0	,	AUTGM1449     	,	CHEVY C-2 3 PTAS C/A AC. DH MP3 J	,	3G1SF21X5AS113721	,	2010	,	V	,	VIGOR               	,	539.62	,	1147.96	,	M	,	MENSUAL                                           	,	585.5	,	281.23	,	3	,	2019-10-25 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002206     	,	00000335981619	,	0	,	AUTMA0114     	,	Mazda 3s 4PTS SEDAN GRAND TOURING AUT Q/C	,	3MZBM2V77GM277506	,	2016	,	V	,	VIGOR               	,	3390.84	,	4455.37	,	A	,	ANUAL                                             	,	4455.37	,	NULL	,	1	,	2019-06-24 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001432     	,	00000312613458	,	0	,	AUTCH5402     	,	CHEROKEE LIMITED 4X2 2.4 AUT	,	1C4PJLDB4GW208639	,	2016	,	V	,	VIGOR               	,	7211.94	,	8887.85	,	M	,	MENSUAL                                           	,	874.57	,	728.48	,	12	,	2019-01-17 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002452     	,	00000363757097	,	0	,	AUTFR4609     	,	FORD EDGE TITANIUM V6 3.5 AUT	,	2FMPK3K83GBC48034	,	2016	,	V	,	VIGOR               	,	552.59	,	1163.0	,	T	,	TRIMESTRAL                                        	,	1163	,	NULL	,	1	,	2019-12-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000457     	,	00000311503767	,	0	,	AUTSE0115     	,	SEAT IBIZA REFERENCE 1.6L C/A AC. Q/C.	,	VSSMM16L08R180308	,	2008	,	V	,	VIGOR               	,	924.65	,	1594.6	,	M	,	MENSUAL                                           	,	879.5	,	357.55	,	7	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001920     	,	00000316480953	,	0	,	AUTVW6207     	,	VOLKSWAGEN TIGUAN SPORT	,	WVGDV75N5BW503776	,	2011	,	V	,	VIGOR               	,	4224.28	,	5422.16	,	A	,	ANUAL                                             	,	5422.16	,	NULL	,	1	,	2019-02-20 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001332     	,	00000311518013	,	1	,	AUTTO0710     	,	YARIS PREMIUM 5 PTAS. AUT.	,	JTDBT923681189920	,	2008	,	A	,	ANULADA             	,	3737.53	,	4857.53	,	A	,	ANUAL                                             	,	4857.53	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000189     	,	00000311500375	,	0	,	CA1FR0634     	,	FORD F-250 PICK UP FLOTILLERA V8 STD 4X4	,	3FTGF17WX8MA26692	,	2008	,	V	,	VIGOR               	,	1708.45	,	2503.82	,	M	,	MENSUAL                                           	,	852.37	,	330.29	,	10	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	LIMITADA                                                                                                                
61842	,	AON190000000543     	,	00000311505218	,	0	,	AUTTO0713     	,	YARIS SEDAN CORE AUT BA A.AC.	,	JTDBT923281209094	,	2008	,	V	,	VIGOR               	,	3734.02	,	4853.49	,	M	,	MENSUAL                                           	,	882.93	,	360.96	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002189     	,	00000335026084	,	0	,	AUTVW1216     	,	DERBY ENTRY  STD. C/A. AC.	,	8AWJC09E35A704522	,	2005	,	V	,	VIGOR               	,	1439.15	,	2191.44	,	M	,	MENSUAL                                           	,	626.46	,	260.83	,	7	,	2019-06-19 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001996     	,	00000321484677	,	0	,	AUTCH5904     	,	DODGE DART SXT AUT	,	1C3CDFBA0DD722534	,	2013	,	V	,	VIGOR               	,	1602.94	,	2381.41	,	A	,	ANUAL                                             	,	2381.41	,	NULL	,	1	,	2019-04-03 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	LIMITADA                                                                                                                
61842	,	AON190000000654     	,	00000311509921	,	0	,	AUTNI3704     	,	NISSAN MARCH ADVANCE AUT	,	3N1CK3CD0DL257923	,	2013	,	V	,	VIGOR               	,	4187.04	,	5378.92	,	M	,	MENSUAL                                           	,	927	,	404.72	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002468     	,	00000365183730	,	0	,	AUTVO1425     	,	VOLVO V40 ADDITION T3 L4 1.5 TURBO AUT	,	YV1MV29H6G2270382	,	2016	,	V	,	VIGOR               	,	374.38	,	956.28	,	T	,	TRIMESTRAL                                        	,	956.28	,	NULL	,	1	,	2019-12-09 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001899     	,	00000314543091	,	0	,	AUTCH0607     	,	GRAND CHEROKEE LIMITED 4X2	,	1C4RJEBG2FC670474	,	2015	,	V	,	VIGOR               	,	5045.91	,	6375.25	,	S	,	SEMESTRAL                                         	,	3054.14	,	3321.11	,	2	,	2019-02-13 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000345     	,	00000311502249	,	0	,	AUTTO0706     	,	YARIS CORE 5 PTAS. STD.	,	JTDKT923X85154497	,	2008	,	V	,	VIGOR               	,	3165.89	,	4194.44	,	M	,	MENSUAL                                           	,	828.22	,	306.02	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001217     	,	00000311516819	,	0	,	AUTFR2720     	,	FORD ESCAPE SE PLUS	,	1FMCU0G72DUD29605	,	2013	,	V	,	VIGOR               	,	4103.17	,	5281.68	,	A	,	ANUAL                                             	,	5281.68	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001230     	,	00000311516942	,	0	,	AUTHO0407     	,	HONDA CR-V 2.4L EXL NAVI	,	3HGRM4873EG001071	,	2014	,	V	,	VIGOR               	,	6606.95	,	8186.06	,	A	,	ANUAL                                             	,	8186.06	,	NULL	,	1	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001777     	,	00000312802580	,	0	,	AUTBW0117     	,	BMW 320I AUT.	,	WBA8A1102HK669159	,	2017	,	V	,	VIGOR               	,	7792.78	,	9561.62	,	A	,	ANUAL                                             	,	9561.62	,	NULL	,	1	,	2019-01-28 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002142     	,	00000331131250	,	0	,	AUTCH4905     	,	JEEP PATRIOT SPORT FWD AUT	,	1C4AJPAB1FD280832	,	2015	,	V	,	VIGOR               	,	2123.38	,	2985.12	,	A	,	ANUAL                                             	,	2985.12	,	NULL	,	1	,	2019-05-29 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000388     	,	00000311502785	,	0	,	AUTGM6901     	,	AVEO M STD C/AAC MP3	,	3G1TA5AF1CL136132	,	2012	,	V	,	VIGOR               	,	3358.71	,	4418.09	,	M	,	MENSUAL                                           	,	846.83	,	324.66	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000450     	,	00000311503601	,	0	,	AUTFR2530     	,	FORD FOCUS ST STD.	,	1FADP3L9XDL348147	,	2013	,	V	,	VIGOR               	,	5091.84	,	6428.54	,	M	,	MENSUAL                                           	,	1014.34	,	492.2	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002044     	,	00000323958082	,	0	,	CA1GM0504     	,	CHEVROLET S-10 PICK UP CORTA STD.	,	1GCCS145918214409	,	2001	,	V	,	VIGOR               	,	463.89	,	1060.11	,	M	,	MENSUAL                                           	,	693.2	,	366.91	,	9	,	2019-04-17 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000969     	,	00000311514020	,	0	,	AUTMA0104     	,	MAZDA 3i TOURING 4 PTAS AUT. C/A.AC	,	JM1BL1VF2B1421959	,	2011	,	V	,	VIGOR               	,	4164.72	,	5353.08	,	S	,	SEMESTRAL                                         	,	2937.55	,	2415.53	,	2	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002486     	,	00000367615143	,	0	,	AUTVW1672     	,	VW JETTA STYLE ACTIVE TIPTRONIC	,	3VW2W1AJ3CM080655	,	2012	,	V	,	VIGOR               	,	108.37	,	647.71	,	A	,	ANUAL                                             	,	647.71	,	NULL	,	1	,	2019-12-22 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000445     	,	00000311503536	,	0	,	AUTGM2901     	,	CHEVROLET SONIC 4 PTAS A	,	KL1JD5AE2CB040161	,	2012	,	V	,	VIGOR               	,	5404.76	,	6791.51	,	M	,	MENSUAL                                           	,	1044.67	,	522.44	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000000152     	,	00000311499925	,	0	,	AUTVW1690     	,	JETTA 2.5 SPORT BA PAQ. WELTRADIO Q.C TIPTRONIC	,	3VWLW6AJ1EM322640	,	2014	,	V	,	VIGOR               	,	4807.26	,	6098.37	,	M	,	MENSUAL                                           	,	986.89	,	464.68	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002264     	,	00000342535333	,	0	,	AUTNI3704     	,	NISSAN MARCH ADVANCE AUT	,	3N1CK3CD6HL202141	,	2016	,	V	,	VIGOR               	,	2058.09	,	2909.39	,	M	,	MENSUAL                                           	,	999.51	,	477.47	,	5	,	2019-08-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001612     	,	00000311519078	,	0	,	AUTVO0808     	,	VOLVO XC60 ADDITION PLUS T5 L4 2.0 TURBO AUT	,	YV1DZ40C0F2656022	,	2015	,	V	,	VIGOR               	,	8906.72	,	10853.85	,	M	,	MENSUAL                                           	,	1383.07	,	860.98	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000333     	,	00000311502082	,	0	,	AUTRE1502     	,	RENAULT KOLEOS DYNAMIQUE	,	VF1VY1GY59C270111	,	2009	,	V	,	VIGOR               	,	3603.25	,	4701.75	,	M	,	MENSUAL                                           	,	870.45	,	348.3	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000002303     	,	00000345608905	,	0	,	AUTTO0633     	,	RAV4 XLE 2.5L AUT.	,	2T3WF4EV0DW032470	,	2013	,	V	,	VIGOR               	,	1245.36	,	1966.62	,	A	,	ANUAL                                             	,	1966.62	,	NULL	,	1	,	2019-08-19 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002456     	,	00000364384503	,	0	,	AUTSZ0304     	,	SWIFT GLS AUT	,	JS2ZC82S8D6110265	,	2013	,	V	,	VIGOR               	,	271.13	,	836.51	,	M	,	MENSUAL                                           	,	836.51	,	NULL	,	1	,	2019-12-04 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000931     	,	00000311513600	,	0	,	AUTMB3903     	,	MERCEDES BENZ CLA 250 CGI SPORT EDITION 1 4P SEDAN	,	WDDSJ4EB3EN095757	,	2014	,	V	,	VIGOR               	,	9580.34	,	11635.2	,	S	,	SEMESTRAL                                         	,	6078.6	,	5556.6	,	2	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000001504     	,	00000312798440	,	0	,	AUTAR0904     	,	ALFA ROMEO MITO QV SPECIALE L4 .1.4 VP TURBO STD	,	ZARBACCAGX046689	,	2016	,	V	,	VIGOR               	,	13964.71	,	16721.06	,	A	,	ANUAL                                             	,	16721.06	,	NULL	,	1	,	2019-01-18 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002068     	,	00000326534203	,	0	,	AUTFR2524     	,	FOCUS SE AUT A AC.	,	1FADP3F28EL456511	,	2014	,	V	,	VIGOR               	,	3042.38	,	4051.14	,	M	,	MENSUAL                                           	,	608.1	,	430.38	,	9	,	2019-04-25 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000788     	,	00000311511851	,	1	,	AUTRE1705     	,	RENAULT SANDERO AUTHENTIQUE	,	93YB60BS4AJ063233	,	2010	,	A	,	ANULADA             	,	4045.29	,	5214.53	,	T	,	TRIMESTRAL                                        	,	1695.14	,	1173.13	,	2	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000314     	,	00000311501878	,	0	,	AUTBW1356     	,	BMW 528I M SPORT AUT	,	WBA5A5108FD796283	,	2015	,	V	,	VIGOR               	,	10429.91	,	12620.67	,	M	,	MENSUAL                                           	,	1530.47	,	1008.2	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000158     	,	00000311499982	,	1	,	AUTGM9803     	,	CHEVROLET SPARK C	,	KL8CM6CD2EC549152	,	2014	,	A	,	ANULADA             	,	3931.24	,	5082.21	,	M	,	MENSUAL                                           	,	902.32	,	379.99	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000576     	,	00000311505754	,	0	,	AUTNI3803     	,	NISSAN VERSA ADVANCE STD	,	3N1CN7AD4DK412805	,	2013	,	V	,	VIGOR               	,	4827.89	,	6122.34	,	M	,	MENSUAL                                           	,	988.75	,	466.69	,	12	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002420     	,	00000357940808	,	0	,	AUTFR2727     	,	FORD ESCAPE TREND ADVANCE ECOBOOST L4 2.0 AUT	,	WF0CP6A96G1B91162	,	2016	,	V	,	VIGOR               	,	663.54	,	1291.71	,	M	,	MENSUAL                                           	,	893.68	,	398.03	,	2	,	2019-11-03 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000000246     	,	00000311501019	,	1	,	AUTCH4905     	,	JEEP PATRIOT SPORT FWD AUT	,	1J4FT28W98D599324	,	2008	,	A	,	ANULADA             	,	2510.17	,	3433.83	,	M	,	MENSUAL                                           	,	764.79	,	242.64	,	10	,	2019-01-01 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
61842	,	AON190000001940     	,	00000316481456	,	1	,	AUTNI3002     	,	TIIDA HB EMOTION AUT A.AC. EE BA	,	3N1BC11G77K191147	,	2007	,	A	,	ANULADA             	,	3092.61	,	4109.46	,	M	,	MENSUAL                                           	,	560.06	,	354.94	,	4	,	2019-02-26 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.85	,	AMPLIA                                                                                                                  
61842	,	AON190000002313     	,	00000346595887	,	1	,	AUTHO0803     	,	HONDA CITY EX TA	,	MRHGM6665FP066110	,	2015	,	A	,	ANULADA             	,	2013.86	,	2858.07	,	M	,	MENSUAL                                           	,	663.59	,	548.62	,	5	,	2019-08-24 00:00:00	,	2020-01-01 00:00:00	,	1081	,	65.17	,	AMPLIA                                                                                                                  
